gender,state,party,term,year,name,constituency
Male,Karnataka,Congress,2,1957,Shri Thimmappa Rudrappa Neswi,Dharwad South 
Male,Bihar,Congress,2,1957,Shri Rajeshwara Patel,Hajipur-SC
Male,Uttar Pradesh,Communist Party,2,1957,Shri Sarjoo Pandey,Basra 
Male,Uttar Pradesh,Congress,2,1957,Shri Panna Lal,Faizabad-SC 
Male,Uttar Pradesh,Congress,2,1957,Shri Paragi Lal,Sitapur-SC
Male,Maharashtra,Congress,2,1957,Shri Ghanshyambhai Chhotalal Oza,Zalawad 
Male,Maharashtra,Congress,2,1957,Shri Nagorao Kerojee Pangarkar,Parbhani
Male,Maharashtra,Independent,2,1957,Shri Karsandas Ukabhai Parmar,Ahmedabad-SC
Male,Bihar,Praja Socialist Party (PSP),2,1957,Shri Rajendra Singh,Chapra
Male,Delhi,Congress,2,1957,Shri Naval Prabhakar,Outer Delhi-SC
Male,Delhi,Congress,2,1957,Shri Radha Raman,Chandni Chowk 
Male,Madras,Congress,2,1957,Shri R. Ramanathan Chettiar,Pudukkottai 
Male,Madras,Congress,2,1957,Shri K.S. Ramaswamy,Gobichettipalayam 
Male,Madras,Congress,2,1957,Shri S.V. Ramaswamy,Salem 
Male,Orissa,Ganatantra Parishad,2,1957,Shri Bijaya Chandra Prodhan,Kalahandi 
Male,Rajasthan,Congress,2,1957,Shri Raj Bahadur,Bharatpur 
Male,Uttar Pradesh,Congress,2,1957,Shri Raghubir Sahai,Budaun
Male,Uttar Pradesh,Congress,2,1957,Shri Raghunath Singh,Varanasi
Male,Uttar Pradesh,Praja Socialist Party (PSP),2,1957,Shri Kushwaqt alias Bhaiya Lal Rai,Kheri 
Male,Maharashtra,Peasants And Workers` Party of India,2,1957,Shri Rajaram Balkrishna Raut,Kolaba
Male,Maharashtra,Congress,2,1957,Shri Shivram Rango Rane,Buldana 
Male,Karnataka,Congress,2,1957,Shri Mahadevappa Rampure,Gulbarga
Male,Maharashtra,Congress,2,1957,Shri R.N. Rao,Jalna 
Male,Maharashtra,Scheduled Castes Federation,2,1957,Shri Balasaheb Dagaduji Salunke,Khed-SC 
Male,Bihar,Congress,2,1957,Shri Bhola Raut,Champaran-SC
Male,Bihar,Congress,2,1957,Shri Syamnandan Sahaya,Muzaffarpur Central 
Male,Bihar,Congress,2,1957,Shri Rameshwar Sahu,Darbhanga-SC
Male,Karnataka,Congress,2,1957,Shri K.Chengalaraya Reddy,Kolar-SC
Male,Punjab,Congress,2,1957,Shri Ajit Singh Sarhadi,Ludhiana
Male,Punjab,Congress,2,1957,Shri Diwan Chand Sharma,Gurdaspur 
Male,Punjab,Independent,2,1957,Shri Prakash Vir Shastri,Gurgaon 
Male,Rajasthan,Congress,2,1957,Shri Narendra Kumar Sanghi,Nagaur
Male,Rajasthan,Independent,2,1957,Shri Harish Chandra Sharma,Jaipur
Male,Rajasthan,Congress,2,1957,Pandit Hiralal Shastri,Sawai Madhopur-ST 
Male,West Bengal,Congress,2,1957,Shri Satis Chandra Samanta,Tamluk
Male,West Bengal,Congress,2,1957,Shri Ashok Kumar Sen,Calcutta North West 
Female,Maharashtra,Congress,2,1957,Smt. Jayaben Shah,Girnar
Male,Maharashtra,Congress,2,1957,Shri Manubhai Mansukhlal Shah,Madhya Saurashtra 
Male,Karnataka,Congress,2,1957,Shri M. Shankaraiya,Mysore
Male,Uttar Pradesh,Congress,2,1957,Shri R. P. Singh,Raebareli 
Male,Uttar Pradesh,Congress,2,1957,Shri Radha Mohan Singh,Ballia
Male,Uttar Pradesh,Congress,2,1957,Shri Umrao Singh,Ghosi 
Male,Karnataka,Congress,2,1957,Shri M.K. Shivananjappa,Mandya
Male,Karnataka,Congress,2,1957,Shri H. Siddananjappa,Hassan
Male,Karnataka,Congress,2,1957,Shri S.M. Siddiah,Mysore
Male,Madras,Congress,2,1957,Dr. P. Subbarayan,Tiruchengode
Male,Assam,Congress,2,1957,Shri Dwarika Nath Tewari,Cachar-SC 
Male,Bihar,Congress,2,1957,Shri Satya Narayan Sinha,Samastipur
Male,Bihar,Congress,2,1957,Shri Satyendra Narayan Sinha,Aurangabad
Male,Karnataka,Congress,2,1957,Shri Tekur Subramanyam,Bellary 
Male,Karnataka,Independent,2,1957,Shri Murigappa Siddappa Sugandhi,Bijapur North 
Male,Madras,Congress,2,1957,Shri N.R.Muni Swamy,Vellore 
Male,Madras,Communist Party,2,1957,Shri K.T.K. Tangamani,Madurai 
Male,Madras,Congress,2,1957,Shri Pasumpon U. Muthuramalinga Thevar,Srivilliputhur
Male,Manipur,Congress,2,1957,Shri Rungsung Suisa,Outer Manipur-ST
Male,Orissa,Ganatantra Parishad,2,1957,Shri Shraddhakar Supakar,Sambalpur 
Male,Punjab,Congress,2,1957,Sardar Swaran Singh,Jullundur 
Male,Rajasthan,Congress,2,1957,Shri Gajadhar Hajarilal Somani,Dausa 
Male,Rajasthan,Congress,2,1957,Shri Rameshwar Tantia,Sikar 
Male,Tripura,Congress,2,1957,Shri Bangshi Thakur,Tripura East-ST 
Male,Uttar Pradesh,Congress,2,1957,Shri Sinhasan Singh,Gorakhpur 
Male,Uttar Pradesh,Congress,2,1957,Shri Sumat Prasad,Muzaffarnagar 
Male,Maharashtra,Congress,2,1957,Shri Tayappa Hari Sonavane,Sholapur-SC 
Male,Maharashtra,Scheduled Castes Federation,2,1957,Shri Harihar Rao Sonule,Nanded-SC 
Male,Maharashtra,Congress,2,1957,Shri V.N. Swami,Chanda
Male,Maharashtra,Mahagujarat Janata Parishad,2,1957,Shri Motisinh Bahadursinh Thakore,Patan 
Male,Uttar Pradesh,Congress,2,1957,Shri Vishambhar Dayal Tripathi,Unnao 
Male,Uttar Pradesh,Congress,2,1957,Shri Tula Ram,Etawah
Male,Uttar Pradesh,Congress,2,1957,Shri Mahavir Tyagi,Dehradun
Male,Maharashtra,Congress,2,1957,Swami Ramananda- Tirtha,Aurangabad
Male,Maharashtra,Congress,2,1957,Shri Saif F.B. Tyabji,Jalna 
Male,Maharashtra,Praja Socialist Party (PSP),2,1957,Shri Laxman Vedu Valvi,West Khandesh-ST
Male,Karnataka,Congress,2,1957,Shri Dodda Thimmaiah,Kolar-SC
Male,Andaman and Nicobar Islands,Congress,2,1957,Shri Lachman Singh,NA
Male,Andhra Pradesh,Congress,2,1957,Shri B. Anjanappa,Nellore-SC
Male,Andhra Pradesh,Congress,2,1957,Shri K. Ashanna,Adilabad
Male,Andhra Pradesh,Congress,2,1957,Dr.(Smt.) Komarrraju Atchamamba,Vijayawada
Male,Andhra Pradesh,Congress,2,1957,Shri Madabhusi Ananthasayanam Ayyangar,Chittoor
Male,Andhra Pradesh,Congress,2,1957,Shri Rajagopala Rao Boddiapalli,Srikakulam
Male,Andhra Pradesh,Socialist,2,1957,Shri Dippala Suri Dora,Parvathipuram-ST
Male,Andhra Pradesh,Congress,2,1957,Shri Harish Chandra Heda,Nizamabad 
Male,Andhra Pradesh,Congress,2,1957,Shri V. Kashi Ram,Nalgonda
Male,Andhra Pradesh,Congress,2,1957,Shri Osman Ali S. Khan,Kurnool 
Male,Andhra Pradesh,Congress,2,1957,Shri Sadath Ali Khan,Warangal
Male,Andhra Pradesh,Congress,2,1957,Shri V.K. Koratkar,Hyderabad City
Male,Andhra Pradesh,Congress,2,1957,Shri M.R. Krishna,Karimnagar
Male,Andhra Pradesh,Congress,2,1957,Shri D. Balarama Krishnaiah,Gudiwada
Female,Andhra Pradesh,Congress,2,1957,Smt. Sangam Laxmi Bai,Vicarabad 
Male,Andhra Pradesh,Congress,2,1957,Shri Ahmed Mohiuddin,Secunderabad
Male,Andhra Pradesh,Congress,2,1957,Shri Bayya Suryanarayana Murthy,Kakinada
Male,Andhra Pradesh,Congress,2,1957,Shri Missula Suryanarayana Murti,Golugonda-ST
Male,Andhra Pradesh,Congress,2,1957,Shri Kankipati Veeranna Padal,Golugonda-ST
Male,Andhra Pradesh,Congress,2,1957,Shri M. Peddaya,Nalgonda
Male,Andhra Pradesh,Congress,2,1957,Shri Kotha Raghuramaiah,Guntur
Male,Andhra Pradesh,Congress,2,1957,Shri Devanapalli Rajiah,Nalgonda
Male,Andhra Pradesh,Congress,2,1957,Dr. Dalta Satyanarayana Raju,Rajahmundry 
Male,Andhra Pradesh,Socialist,2,1957,Shri Pusapati Vijayram Gajapati Raju,Visakhapatnam 
Male,Andhra Pradesh,Communist Party,2,1957,Shri Uddaraju Ramam,Narasapur 
Male,Andhra Pradesh,Congress,2,1957,Shri Puli Ramaswamy,Mahbubnagar 
Male,Andhra Pradesh,Congress,2,1957,Prof. Nayakulu G. Ranga,Tenali
Male,Andhra Pradesh,Communist Party,2,1957,Shri Devulapalli Venkateswara Rao,Nalgonda
Male,Andhra Pradesh,Congress,2,1957,Shri Etikala Madhusudan Rao,Mahabubabad 
Male,Andhra Pradesh,Congress,2,1957,Shri Janumpally Rameshwar Rao,Mahbubnagar 
Male,Andhra Pradesh,Congress,2,1957,Shri M. Sri Ranga Rao,Karimnagar
Male,Andhra Pradesh,Congress,2,1957,Shri Mandali Venkata Krishna Rao,Masulipatnam
Male,Andhra Pradesh,Congress,2,1957,Shri Mosalikanti Thirumala Rao,Kakinada
Male,Andhra Pradesh,Congress,2,1957,Shri P. Hanmanth Rao,Medak 
Male,Andhra Pradesh,Communist Party,2,1957,Shri T.B. Vittal Rao,Khammam 
Male,Andhra Pradesh,Congress,2,1957,Shri C. Bali Reddy,Markapur
Male,Andhra Pradesh,Congress,2,1957,Shri K.V. Ramakrishna Reddy,Hindupur
Male,Andhra Pradesh,Congress,2,1957,Shri R. Lakshminarasa Reddy,Nellore-SC
Male,Andhra Pradesh,Congress,2,1957,Shri Ronda Narappa Reddy,Ongole
Male,Andhra Pradesh,Communist Party,2,1957,Shri T. Nagi Reddy,Anantapur 
Male,Andhra Pradesh,Congress,2,1957,Shri T.N. Viswanatha Reddy,Rajampet
Male,Andhra Pradesh,Congress,2,1957,Shri Vutukuru Rami Reddy,Cuddapah
Male,Andhra Pradesh,Congress,2,1957,Shri Biddika Satanarayana,Parvathipuram-ST
Male,Andhra Pradesh,Congress,2,1957,Dr. M.V. Gangadhara Siva,Chittoor
Female,Andhra Pradesh,Congress,2,1957,Kumari Mothey Vedakumari,Eluru 
Male,Andhra Pradesh,Congress,2,1957,Shri Pendekanti Venkatasubbaiah,Adoni 
Male,Andhra Pradesh,Congress,2,1957,Lt.Col. Dr. Vijaya Ananda,Visakhapatnam 
Male,Assam,Congress,2,1957,Shri Bijoy Chandra Bhagavati,Darrang 
Male,Assam,Congress,2,1957,Shri Prafulla Chandra Borooah,Sibsagar
Male,Assam,Praja Socialist Party (PSP),2,1957,Shri Hem Barua,Gauhati 
Male,Assam,Independent,2,1957,Shri Hynniewta Hoover,Autonomous District-ST
Male,Bihar,Congress,2,1957,Shri Prabhat Chandra Bose,Dhanbad 
Male,Bihar,Congress,2,1957,Shri Brajeshwar Prasad,Gaya-SC 
Male,Bihar,Jharkhand Party,2,1957,Shri Suresh Chandra Chaudhury,Dumka-ST
Male,Bihar,Congress,2,1957,Dr. Chandra Mani Lal Chawdhary,Hajipur-SC
Male,Bihar,Congress,2,1957,Shri Nayan Tara Das,Monghyr 
Male,Bihar,Congress,2,1957,Shri Ram Dhani Das,Nawada-SC 
Male,Bihar,Congress,2,1957,Shri Shree Narayan Das,Darbhanga 
Male,Bihar,Jharkhand Party,2,1957,Shri Jaipal Singh,Ranchi West-ST
Male,Bihar,Congress,2,1957,Shri Banarsi Prasad Jhunjhunwala,Bhagalpur Central 
Male,Bihar,Congress,2,1957,Shri D.C. Mallik,Dhanbad 
Male,Bihar,Congress,2,1957,Shri Jiyalal Mandal,Khagaria
Male,Bihar,Janata Party,2,1957,Qazi S.A. Matin,Giridih 
Male,Bihar,Praja Socialist Party (PSP),2,1957,Shri Ashok Ranjitram Mehta,Muzaffarpur 
Male,Bihar,Congress,2,1957,Shri Lalit Narayan Mishra,Saharsa 
Male,Bihar,Congress,2,1957,Shri Mathura Prasad Mishra,Begusarai 
Male,Bihar,Congress,2,1957,Shri Shyam Nandan Mishra,Jainagar
Female,Bihar,Congress,2,1957,Smt. Satyabhama Devi,Nawada-SC 
Male,Bihar,Congress,2,1957,Shri Phani Gopal Sen Gupta,Purnea
Female,Bihar,Congress,2,1957,Smt. Shakuntala Devi,Banka 
Male,Bihar,Congress,2,1957,Shri Avadhesh Kumar Singh,Katihar 
Male,Bihar,Janata Party,2,1957,Shri Digvijay Narain Singh,Pupri 
Male,Bihar,Independent,2,1957,Shri Kamal Singh,Buxar 
Male,Bihar,Congress,2,1957,Shri Mahendra Nath Singh,Maharajganj 
Male,Bihar,Congress,2,1957,Dr. Ram Subhag Singh,Sasaram-SC
Male,Bihar,Congress,2,1957,Shri Ramesh Prasad Singh,Aurangabad
Male,Bihar,Congress,2,1957,Shri Anirudha Sinha,Madhubani 
Male,Bihar,Congress,2,1957,Shri Banarsi Prasad Sinha,Monghyr 
Male,Bihar,Congress,2,1957,Shri Gajendra Prasad Sinha,Palamau-SC
Male,Bihar,Congress,2,1957,Shri Jhulan Sinha,Siwan 
Male,Bihar,Congress,2,1957,Shri Kailash Pati Sinha,Nalanda 
Male,Bihar,Congress,2,1957,Shri Sarangdhar Sinha,Patna 
Female,Bihar,Congress,2,1957,Smt. Tarkeshwari Sinha,Barh
Male,Bihar,Jharkhand Party,2,1957,Shri Debi Soren,Dumka-ST
Male,Bihar,Congress,2,1957,Dr. Syed Mahmud,Gopalganj 
Male,Bihar,Congress,2,1957,Shri Mohammad Tahir,Kishanganj
Male,Madhya Pradesh,Congress,2,1957,Pandit Jwala Prasad Jyotishi,Sagar-SC
Male,Madhya Pradesh,Congress,2,1957,Shri Radhelal Beharilal Vyas,Ujjain-SC 
Male,Madhya Pradesh,Congress,2,1957,Shri Narayanrao Maniram Wadiwa,Chhindwara
Male,Madras,Congress,2,1957,Shri R. Narayanaswami,Periyakulam 
Female,West Bengal,Congress,2,1957,Smt. Ila Pal Choudhuri,Nabadwip-SC 
Male,West Bengal,Congress,2,1957,Shri Kamal Krishna Das,Birbhum-SC
Male,West Bengal,Congress,2,1957,Dr. Mono Mohan Das,Asansol 
Male,West Bengal,Congress,2,1957,Shri Narasingha Malla Ugal Sanda Deb,Midnapore 
Male,West Bengal,Communist Party,2,1957,Shri Sadhan Ch. Gupta,Calcutta East 
Male,West Bengal,Communist Party,2,1957,Shri Kansari Halder,Diamond Harbour 
Male,West Bengal,Congress,2,1957,Shri Subodh Chandra Hansda,Midnapore 
Female,Maharashtra,Congress,2,1957,Smt. Anasuyabai Purushottam Kale,Nagpur
Male,Maharashtra,Mahagujarat Janata Parishad,2,1957,Shri Purushottamdas Rachhoddas Patel,Mehsana 
Male,Maharashtra,Peasants And Workers` Party of India,2,1957,Shri Balasahib alias Balwant Patil,Miraj 
Male,Maharashtra,Communist Party,2,1957,Shri Nana Ramchandra Patil,North Satara
Male,Maharashtra,Congress,2,1957,Shri Rakhmaji Dhondiba Patil,Bhir
Male,Maharashtra,Scheduled Castes Federation,2,1957,Shri Shankarrao Khanderao Dige,Kolhapur-SC 
Male,Uttar Pradesh,Congress,2,1957,Seth Achal Singh,Agra
Male,Uttar Pradesh,Congress,2,1957,Shri Ganapati Ram,Jaunpur 
Male,Uttar Pradesh,Congress,2,1957,Shri Feroze Gandhi,Raebareli 
Female,Uttar Pradesh,Congress,2,1957,Smt. Ganga Devi,Unnao-SC
Male,Uttar Pradesh,Congress,2,1957,Shri Ganpat Sahai,Sultanpur 
Male,Uttar Pradesh,Congress,2,1957,Shri Raja Ram Misra,Faizabad
Male,Uttar Pradesh,Congress,2,1957,Shri Mohan Swarup,Pilibhit
Male,Uttar Pradesh,Praja Socialist Party (PSP),2,1957,Shri Ramji Verma,Deoria
Male,Uttar Pradesh,Congress,2,1957,Shri Vishwanath Prasad,Azamgarh Distt West-SC
Male,Punjab,Congress,2,1957,Pandit Thakur Das Bhargava,Hissar
Male,Assam,Congress,2,1957,Shri Dharanidhor Basumatari,Goalpara-ST 
Male,Jammu and Kashmir,Congress,2,1957,Maulana Abdur Rahman,Jammu 
Male,Jammu and Kashmir,Congress,2,1957,Shri Bakshi Abdur Rashid,Srinagar
Male,Punjab,Congress,2,1957,Lala Achint Ram,Patiala 
Male,Karnataka,Congress,2,1957,Shri K.R. Achar,Mangalore 
Male,Madhya Pradesh,Hindu Mahasabha,2,1957,Pandit Braj Naraian Brajesh,Shivpuri
Male,Bihar,Congress,2,1957,Shri Bhola Nath Biswas,Katihar 
Male,Delhi,Congress,2,1957,Chowdhury Brahm Perkash,Delhi Sadar 
Male,Jammu and Kashmir,Congress,2,1957,Shaikh Mohammed Akbar,Baramullah
Male,Madhya Pradesh,Congress,2,1957,Shri Manakbhai Agrawal,Mandsaur
Male,Madhya Pradesh,Congress,2,1957,Shri Maganlal Radhakrishnan Bagdi,Hoshangabad 
Male,Madhya Pradesh,Congress,2,1957,Shri Mohan Lal Bakliwal,Durg
Female,Assam,Congress,2,1957,Smt. Mofida Ahmed,Jorhat
Male,Assam,Praja Socialist Party (PSP),2,1957,Shri Amjad Ali,Dhubri
Male,Madras,Congress,2,1957,Shri P. Subbiah Ambalam,Ramanthapuram 
Male,Madras,Congress,2,1957,Shri R.S. Arumugam,Srivilliputhur
Male,Madras,Congress,2,1957,Shri S.R. Arumugham,Namakkal-SC 
Male,Madras,Congress,2,1957,Shri M. Ayyakkannu,Nagapattinam-SC 
Male,Madhya Pradesh,Congress,2,1957,Major Raja Bahadur Birendra Bahadur Singh,Raipur
Male,Bihar,Jharkhand Party,2,1957,Shri Ignace Beck,Lohardaga-ST
Male,Bihar,Congress,2,1957,Shri Bali Ram Bhagat,Shahabad
Male,Bihar,Congress,2,1957,Shri Bibhuti Mishra,Bagaha-SC 
Male,Rajasthan,Congress,2,1957,Shri Pannalal Barupal,Bikaner 
Male,Rajasthan,Congress,2,1957,Pandit Mukut Bihari Lal Bhargava,Ajmer 
Male,Madhya Pradesh,Congress,2,1957,Shri BHikulal Lachhimichand Chandak,Chhindwara
Male,Madhya Pradesh,Congress,2,1957,Shri Amar Singh Damar,Jhabua-ST 
Male,Orissa,Ganatantra Parishad,2,1957,Shri Kalo Chandramani,Sundergarh-ST 
Male,Karnataka,Congress,2,1957,Shri H.C. Dasappa,Bangalore 
Male,Karnataka,Congress,2,1957,Shri Balwantrao Nageshrao Datar,Belgaum 
Male,Orissa,Independent,2,1957,Shri Laxmi Narayan Bhanja Deo,Keonjhar-ST 
Male,Punjab,Congress,2,1957,Shri Ranbir Singh Chaudhari,Rohtak
Male,Punjab,Congress,2,1957,Shri Chuni Lal,Ambala-SC 
Male,Bihar,Independent,2,1957,Shri M.R. Masani,Ranchi East-ST
Male,Kerala,Independent,2,1957,Shri S. Easwaran Iyer,Trivandrum
Male,Madhya Pradesh,Congress,2,1957,Shri Chintaman Dhivruji Gautam,Balaghat
Male,Madras,Independent,2,1957,Shri R. Dharmalingam,Tiruvannamalai
Male,Madras,Congress,2,1957,Shri L. Elayaperumal,Chidambaram-SC
Male,Madras,Congress,2,1957,Shri T. Ganapathy,Tiruchendur 
Male,Orissa,Ganatantra Parishad,2,1957,Shri Pratap Keshari Deo,Kalahandi 
Male,Orissa,Praja Socialist Party (PSP),2,1957,Shri Surendranath Dwivedy,Kendrapara
Male,Orissa,Ganatantra Parishad,2,1957,Shri Badakumar Pratap Gangadeb,Angul 
Male,Uttar Pradesh,Praja Socialist Party (PSP),2,1957,Shri Banshi Das Dhanagar,Mainpuri
Male,Uttar Pradesh,Congress,2,1957,Shri Dinesh Singh,Banda 
Male,Uttar Pradesh,Congress,2,1957,Shri Mulchand Dube,Farrukhabad 
Male,Jammu and Kashmir,Congress,2,1957,Shri Inder Jit Malhotra,Kathua
Male,Kerala,Communist Party,2,1957,Shri Ayillath Kuttieri Gopalan,Kasaragod 
Male,Madras,Congress Reforms Committee,2,1957,Shri N.P. Shanmugha Goundar,Tindivanam
Male,Madras,Congress,2,1957,Shri A. Doraiswami Gounder,Tiruppattur 
Male,Assam,Congress,2,1957,Shri Chowkhamoon Gohain,NA
Male,Assam,Congress,2,1957,Shri J.N. Hazarika,Dibrugarh 
Male,Bihar,Congress,2,1957,Shri Mohindra Kumar Ghosh,Jamshedpur
Male,Bihar,Jharkhand Party,2,1957,Shri Shambhu Charan Godsora,Singhbhum-ST
Male,Madras,Congress,2,1957,Shri K. Periaswami Gounder,Karur 
Male,Punjab,Congress,2,1957,Shri Ram Krishan Gupta,Mahendragarh
Male,Punjab,Congress,2,1957,Shri Hem Raj,Kangra
Male,Uttar Pradesh,Congress,2,1957,Shri Chheda Lal Gupta,Hardoi-SC 
Male,Uttar Pradesh,Congress,2,1957,Shri Har Govind,Almora
Male,Uttar Pradesh,Congress,2,1957,Shri Ansar Harvani,Fatehpur
Male,Orissa,Utkal Congress,2,1957,Shri Surendra Mohanty,Dhenkanal 
Male,Rajasthan,Congress,2,1957,Shri Harish Chandra Mathur,Pali
Male,Himachal Pradesh,Congress,2,1957,Shri Jogendra Sen,Mandi 
Male,Kerala,Congress,2,1957,Shri V. Eacharan Iyyani,Palghat 
Male,Kerala,Congress,2,1957,Shri M.K. Jinachandran,Tellicherry 
Male,Madhya Pradesh,Congress,2,1957,Shri Resham Lal Jangde,Bilaspur-SC 
Male,Rajasthan,Congress,2,1957,Shri Mathuradas Mathur,Nagaur
Male,Rajasthan,Congress,2,1957,Shri Jaswantraj Mehta,Jodhpur 
Male,Kerala,Communist Party,2,1957,Shri P.K. Kodiyan,Quilon
Male,Kerala,Congress,2,1957,Shri George Thomas Kottukapally,Muvattupuzha
Male,Lakshadweep,Congress,2,1957,Shri K. Nalla Koya,NA
Male,NA,NA,2,1957,Devi,NA
Male,Madhya Pradesh,Congress,2,1957,Shri Kanhaiyalal Khadiwala,Indore
Male,Assam,Congress,2,1957,Shri Liladhar Kotoki,Nowgong 
Male,Bihar,Praja Socialist Party (PSP),2,1957,Acharya J.B. Kripalani,Sitamarhi 
Male,Karnataka,Scheduled Castes Federation,2,1957,Shri Datta Appa Katti,Chikodi-SC
Male,Rajasthan,Congress,2,1957,Shri Radheyshyam Ramkumar Morarka,Jhunjhunu 
Male,Uttar Pradesh,Congress,2,1957,Shri Masuriya Din,Phulpur 
Male,West Bengal,Independent,2,1957,Shri Biren Roy,Calcutta South West 
Male,Kerala,Communist Party,2,1957,Shri M.K. Kumaran,Chirayinkil 
Male,Kerala,Communist Party,2,1957,Shri Patinjara Kunhan,Palghat 
Male,Assam,Congress,2,1957,Prof. Nibaran Chandra Laskar,Cachar-SC 
Male,Bihar,Janata Party,2,1957,Rani Lalita Rajya Laxmi,Hazaribagh
Male,Karnataka,Congress,2,1957,Shri U. Srinivasa Malliah,Udupi 
Male,Delhi,Jan Sangh,2,1957,Shri Bal Raj Madhok,New Delhi 
Male,Madhya Pradesh,Congress,2,1957,Dr. Govind Das Jeewan Das Maheshwari,Jabalpur
Male,Madhya Pradesh,Congress,2,1957,Shri Kanhaiyalal Bherulal Malvia,Shajapur-SC 
Male,Jammu and Kashmir,Congress,2,1957,Smt. Krishna Mehta,Kishtwar
Male,Kerala,Congress,2,1957,Shri Mathew Maniyangadan,Kottayam
Male,Kerala,Praja Socialist Party (PSP),2,1957,Dr. K.B. Menon,Badagara
Male,Kerala,Communist Party,2,1957,Shri T.C.Narayanankutty Menon,Mukundapuram
Female,Madhya Pradesh,Congress,2,1957,Smt. Minimata Agam Dass Guru,Baloda Bazar-SC 
Male,Madras,Congress,2,1957,Shri M. Gulam Mohideen,Dindigul
Male,Assam,Congress,2,1957,Rani Manjula Devi,Goalpara-ST 
Male,Himachal Pradesh,Congress,2,1957,Shri Nek Ram Negi,Mahasu-SC 
Male,Kerala,Congress,2,1957,Shri K. P. Kutti Krishnan Nair,Kozhikode 
Male,Kerala,Communist Party,2,1957,Shri P.K. Vasudevan Nair,Thiruvella
Male,Bihar,Congress,2,1957,Shri Paika Murmu,Rajmahal-ST 
Male,Delhi,Congress,2,1957,Shri C. Krishnan Nair,Outer Delhi-SC
Male,Kerala,Communist Party,2,1957,Shri V. Parmeswaran Nayar,Quilon
Male,Madras,Congress,2,1957,Shri M. Muthukrishnan,Vellore 
Male,Madras,Congress,2,1957,Shri P. Thanulingam Nadar,Nagercoil 
Male,Madras,Congress,2,1957,Shri R. Govindarajulu Naidu,Tiruvallur
Male,Madras,Congress Reforms Committee,2,1957,Shri T.D. Muthukumarasamy Naidu,Cuddalore 
Male,Madras,Congress,2,1957,Shri C. Nanjappa,Nilgiris
Male,Orissa,Congress,2,1957,Shri Bhagabat Sahu,Balasore
Male,Punjab,Congress,2,1957,Chaudhary Sadhu Ram,Jullundur 
Male,Uttar Pradesh,Congress,2,1957,Shri Bishwanath Roy,Salempur
Male,Uttar Pradesh,Congress,2,1957,Shri Rup Narain,Mirzapur
Male,Himachal Pradesh,Congress,2,1957,Shri Padam Dev,Chamba
Male,Himachal Pradesh,Congress,2,1957,Dr. Yeshwant Singh Parmar,Mahasu-SC 
Male,Madras,Congress,2,1957,Shri M. Palaniyandy,Perambalur-SC 
Male,Madras,Congress,2,1957,Shri C.R. Pattabhi Raman,Kumbakonam
Male,Orissa,Congress,2,1957,Shri Chintamani Panigrahi,Puri
Male,Orissa,Independent,2,1957,Shri Uma Charan Patnaik,Ganjam
Male,Rajasthan,Congress,2,1957,Shri Onkar Lal Chauhan,Kota
Male,Rajasthan,Congress,2,1957,Shri Jagannath Pahadia,Sawai Madhopur-ST 
Male,Rajasthan,Congress,2,1957,Shri Deenbandhu Parmar,Udaipur 
Male,Uttar Pradesh,Congress,2,1957,Shri C.D. Pande,Nainital
Male,Uttar Pradesh,Congress,2,1957,Shri Kashi Nath Pandey,Hata
Male,Uttar Pradesh,Independent,2,1957,Shri Shibbanlal Saksena,Maharajganj 
Female,West Bengal,Congress,2,1957,Smt. Renuka Ray,Malda 
Male,Himachal Pradesh,Congress,2,1957,Shri S.N. Ramaul,Mahasu-SC 
Male,Kerala,Independent,2,1957,Shri B. Pocker,Manjeri 
Male,Kerala,Communist Party,2,1957,Shri P.T. Punnoose,Ambalapuzha 
Female,Madhya Pradesh,Congress,2,1957,Smt. Sahodrabai Murlidhar Rai,Sagar-SC
Male,Madras,Congress,2,1957,Shri P.T. Thanu Pillai,Tirunelveli 
Male,Madras,Socialist,2,1957,Shri S.C.C. Anthony Pillai,Madras North
Male,Madras,Congress,2,1957,Shri P.R. Ramakrishnan,Pollachi
Male,Madhya Pradesh,Congress,2,1957,Sardar Amar Singh Saigal,Janjgir-Dist.Bilashpur
Male,Madras,Congress,2,1957,Shri M.K.M. Abdul Salam,Tiruchirapalli
Male,Orissa,Congress,2,1957,Shri Rachakonda Jagannath Rao,Koraput-ST
Female,Madhya Pradesh,Bharatiya Janata Party,2,1957,Smt. Vijaya Raje Scindia,Guna
Male,Madhya Pradesh,Congress,2,1957,Shri Radha Charan Sharma,Gwalior 
Male,Madras,Congress,2,1957,Shri K.R. Sambandam,Nagapattinam-SC 
Male,Madras,Dravida Munnetra Kazhagam,2,1957,Shri E.V.K. Sampath,Namakkal-SC 
Male,Bihar,Congress,2,1957,Shri Bholi Sardar,Saharsa 
Male,Madras,Congress,2,1957,Shri M. Sankarapandian,Tenkasi-SC
Male,Orissa,Congress,2,1957,Dr. Nrusinha Charan Samantsinhar,Bhubaneswar 
Male,Orissa,Congress,2,1957,Shri Toyaka Sanganna,Koraput-ST
Male,Orissa,Congress,2,1957,Shri Ananta Tripathi Sarma,Chatrapur 
Female,Bihar,Janata Party,2,1957,Smt. Vijaya Raje,Chatra
Male,Madhya Pradesh,Congress,2,1957,Shri Vidya Charan Shukla,Baloda Bazar-SC 
